"","19012023_aei_genes_region_cruk.fst","19012023_ase_genes_region_cruk.fst","19012023_ase_genes_tumour_cruk.fst","19012023_cohort_ASE_CN_ratio_cruk.fst","19012023_cohort_ASE_CN_specific_cruk.fst","19012023_cohort_ASE_SNP_ratio_cruk.fst","19012023_rna_purity_cruk.fst","20200401_pancan_drivers.csv","2022-10-14_clinicohistopathological_data.fst","2022-10-14_rna_editing_sigs.fst","2022-10-14_rna_editing_table.fst","2022-10-17_inter_intra_exp.csv","2022-10-17_rsem_counts_mat.fst","2022-10-17_rsem_eff_length_mat.fst","2022-10-17_rsem_tpm_mat.fst","2022-10-18_dcor_mat.fst","2022-10-18_region_hi_var_pc_hist.fst","2022-10-18_vst_counts.fst","2022-10-18_vst_counts_surgery.fst","2022-10-18_vst_counts_tumour.fst","2022-10-18all_metadata.fst","2022-10-20_signatureExposures_signif.fst","2022-10-21_ited_primaries.fst","2022-10-30_RAS_classes_df.fst","2022-10-30ki67_scores.fst","2022-11-14_pc_lmes.fst","20221109_TRACERx421_all_patient_df.rds","20221109_TRACERx421_all_tumour_df.rds","20221109_TRACERx421_manual_qc_sheet.tsv","20221109_TRACERx421_mutation_table.fst","20221110_TRACERx421_evolutionary_metrics.tsv","20221123_TRACERx421_mutation_table_region.fst","26102022_FAT1_details.RDS","26102022_FAT1_example_cruk.RDS","26102022_meth_global_cruk.fst","all_sig_vars_nb.fst","dnds_quantiles","exp_global_dnds.csv","forest_shap.tsv","Genomic_only_MLP_model.zip","Genomic_only_roc_curve.csv","GenTran_logi_test_output.csv","GenTran_logistic.joblib","GenTran_MLP_model","GenTran_random_forest.joblib","GenTran_roc_curve.csv","gtex_supp_2015.xlsx","h.all.v7.2.symbols.gmt","hallmark_groups.csv","inter_global_dnds.csv","intra_global_dnds.csv","logistic_shap.tsv","luad_outliers_cruk.csv","mlp_shap.tsv","raw_rna_editing_sigs.txt","region_cors_blind.csv","sampleOverview.txt","seedingRegionInfo.txt","setd2_cell_lines_cnindase.fst","Transcriptomic_only_roc_curve.csv"
"861",NA,NA,NA,"CRUK0240_SU_LN02","CRUK0240_SU_LN02","CRUK0718_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0650_SU_T1-R1","CRUK0650_SU_T1-R1","CRUK0650_SU_T1-R1","CRUK0666_SU_T1-R4",NA,"CRUK0650_SU_T1-R2","CRUK0749_SU_T1-R3","CRUK0717_SU_T1-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862",NA,NA,NA,"CRUK0369_SU_LN03","CRUK0369_SU_LN03","CRUK0764_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0650_SU_T1-R2","CRUK0650_SU_T1-R2","CRUK0650_SU_T1-R2","CRUK0667_SU_T1-R2",NA,"CRUK0666_SU_N01","CRUK0749_SU_T1-R4","CRUK0717_SU_T1-R4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863",NA,NA,NA,"CRUK0311_SU_LN01","CRUK0311_SU_LN01","CRUK0764_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0666_SU_N01","CRUK0666_SU_N01","CRUK0666_SU_N01","CRUK0667_SU_T1-R4",NA,"CRUK0666_SU_T1-R1","CRUK0755_SU_T1-R2","CRUK0717_SU_T1-R5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864",NA,NA,NA,"CRUK0311_SU_LN02","CRUK0311_SU_LN02","CRUK0704_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0666_SU_T1-R1","CRUK0666_SU_T1-R1","CRUK0666_SU_T1-R1","CRUK0667_SU_T1-R6",NA,"CRUK0666_SU_T1-R2","CRUK0756_SU_T1-R1","CRUK0718_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865",NA,NA,NA,"CRUK0487_SU_LN01","CRUK0487_SU_LN01","CRUK0704_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0666_SU_T1-R2","CRUK0666_SU_T1-R2","CRUK0666_SU_T1-R2","CRUK0667_SU_T1-R8",NA,"CRUK0666_SU_T1-R3","CRUK0756_SU_T1-R2","CRUK0718_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866",NA,NA,NA,"CRUK0484_SU_LN01","CRUK0484_SU_LN01","CRUK0704_SU_T1-R5",NA,NA,NA,NA,NA,NA,"CRUK0666_SU_T1-R3","CRUK0666_SU_T1-R3","CRUK0666_SU_T1-R3","CRUK0674_SU_T1-R2",NA,"CRUK0666_SU_T1-R4","CRUK0761_SU_T1-R1","CRUK0719_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867",NA,NA,NA,"CRUK0555_SU_LN01","CRUK0555_SU_LN01","CRUK0704_SU_T2-R2",NA,NA,NA,NA,NA,NA,"CRUK0666_SU_T1-R4","CRUK0666_SU_T1-R4","CRUK0666_SU_T1-R4","CRUK0674_SU_T1-R3",NA,"CRUK0667_SU_T1-R2","CRUK0761_SU_T1-R3","CRUK0721_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868",NA,NA,NA,"CRUK0559_SU_LN02","CRUK0559_SU_LN02","CRUK0704_SU_T2-R3",NA,NA,NA,NA,NA,NA,"CRUK0667_SU_T1-R2","CRUK0667_SU_T1-R2","CRUK0667_SU_T1-R2","CRUK0674_SU_T1-R4",NA,"CRUK0667_SU_T1-R4","CRUK0762_SU_LN01","CRUK0721_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869",NA,NA,NA,"CRUK0559_SU_LN03","CRUK0559_SU_LN03","CRUK0704_SU_T2-R4",NA,NA,NA,NA,NA,NA,"CRUK0667_SU_T1-R4","CRUK0667_SU_T1-R4","CRUK0667_SU_T1-R4","CRUK0674_SU_T1-R5",NA,"CRUK0667_SU_T1-R6","CRUK0762_SU_LN02","CRUK0722_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870",NA,NA,NA,"CRUK0698_SU_LN01","CRUK0698_SU_LN01","CRUK0745_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0667_SU_T1-R6","CRUK0667_SU_T1-R6","CRUK0667_SU_T1-R6","CRUK0678_SU_N01",NA,"CRUK0667_SU_T1-R8","CRUK0764_SU_T1-R1","CRUK0729_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871",NA,NA,NA,"CRUK0748_SU_LN02","CRUK0748_SU_LN02","CRUK0745_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0667_SU_T1-R8","CRUK0667_SU_T1-R8","CRUK0667_SU_T1-R8","CRUK0678_SU_T1-R1",NA,"CRUK0674_SU_T1-R2","CRUK0764_SU_T1-R2","CRUK0729_SU_T1-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
